no,dosya,arsiv_yolu,grup,kaynak,surum,kaynak_degistirme_tarihi,bayt,sha256,ayni_icerik_kopya_sayisi
NC-ARS-123,NAVIAR-CARE_Belge-Arsivi_2026-09-05.zip,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/NAVIAR-CARE_Belge-Arsivi_2026-09-05.zip,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/NAVIAR-CARE_Belge-Arsivi_2026-09-05.zip,,2026-09-05T21:27:35.417867Z,171295,aff1cf6cc773ba813e5f99c0dc3680975efe1d654642c7e30aca96bbd55d1f36,1
NC-ARS-124,NAVIAR-CARE_Tam-Belge-Seti_2026-09-05.docx,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/NAVIAR-CARE_Tam-Belge-Seti_2026-09-05.docx,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/NAVIAR-CARE_Tam-Belge-Seti_2026-09-05.docx,,2026-09-05T21:27:35.426567Z,70632,7e9b013319fbd4f8fd1945db3195fc6d25cb77040ef6a3cd8e59a5ecb0a97927,1
NC-ARS-125,NAVIAR-CARE_Tam-Belge-Seti_2026-09-05.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/NAVIAR-CARE_Tam-Belge-Seti_2026-09-05.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/NAVIAR-CARE_Tam-Belge-Seti_2026-09-05.md,,2026-09-05T21:27:35.411853Z,65769,ae2bc1001ad077f928c2621a504bc42ef0a3b66d5816c33bc30ae6e8185e5b11,1
NC-ARS-126,SHA256SUMS.txt,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/SHA256SUMS.txt,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/SHA256SUMS.txt,,2026-09-05T21:27:35.847018Z,3288,7ec5b604beabcdba4badeb2576a1129d65253c829502f7fd85e5fb7cb3901ba4,1
NC-ARS-127,2026-08-26-naviar-care-3x10-strategic-reframe.md,02_PROJE_KAYITLARI/NAVIAR CARE/02_ARASTIRMA/2026-08-26-naviar-care-3x10-strategic-reframe.md,Araştırma ve iş modeli,/NAVIAR CARE/02_ARASTIRMA/2026-08-26-naviar-care-3x10-strategic-reframe.md,,2026-08-27T20:02:53.521089Z,10852,f190232fe71b81836931dcaab24294a28b98613536fe81a9facadfaf801b9eff,1
NC-ARS-128,2026-08-26-naviar-care-pilot.md,02_PROJE_KAYITLARI/NAVIAR CARE/02_ARASTIRMA/2026-08-26-naviar-care-pilot.md,Araştırma ve iş modeli,/NAVIAR CARE/02_ARASTIRMA/2026-08-26-naviar-care-pilot.md,1,2026-08-29T15:16:30.661352Z,26664,6c2721b34ebd54786fd04d9da83a76dd73d89788fffaa8156b70e7995ded4d21,1
NC-ARS-129,2026-08-26-naviar-care-tjenestevurdering.md,02_PROJE_KAYITLARI/NAVIAR CARE/02_ARASTIRMA/2026-08-26-naviar-care-tjenestevurdering.md,Araştırma ve iş modeli,/NAVIAR CARE/02_ARASTIRMA/2026-08-26-naviar-care-tjenestevurdering.md,,2026-08-27T20:02:55.019546Z,9960,fc8cbfdda3e55571dc74b7bfb69f0b70c792c229f718af828cc965852d840624,1
NC-ARS-130,2026-08-29-naviar-care-lavrisiko-tjenesteforskning.md,02_PROJE_KAYITLARI/NAVIAR CARE/02_ARASTIRMA/2026-08-29-naviar-care-lavrisiko-tjenesteforskning.md,Araştırma ve iş modeli,/NAVIAR CARE/02_ARASTIRMA/2026-08-29-naviar-care-lavrisiko-tjenesteforskning.md,,2026-08-29T15:16:46.936121Z,17324,cd4c6be39313da90810c050dcffe65301a50ce6459ed53a0465df67bca5b0772,1
NC-ARS-131,NAVIAR-CARE-Business-Model-v1.0.md,02_PROJE_KAYITLARI/NAVIAR CARE/02_ARASTIRMA/NAVIAR-CARE-Business-Model-v1.0.md,Araştırma ve iş modeli,/NAVIAR CARE/02_ARASTIRMA/NAVIAR-CARE-Business-Model-v1.0.md,,2026-08-27T20:03:14.141466Z,20998,a0abda15fdd1a8d6954a4cfbf5b0498884c070e8429557df5ab82e95d3dea53f,1
NC-ARS-132,NAVIAR_is_modeli_v1.md,02_PROJE_KAYITLARI/NAVIAR CARE/02_ARASTIRMA/NAVIAR_is_modeli_v1.md,Araştırma ve iş modeli,/NAVIAR CARE/02_ARASTIRMA/NAVIAR_is_modeli_v1.md,,2026-08-27T20:03:41.100526Z,18430,83108370458ac5fa6ed39a062c4bf6db84f0720a6bdaa4292cdfe55e810a9aee,1
NC-ARS-133,naviar-care-competitor-research.md,02_PROJE_KAYITLARI/NAVIAR CARE/02_ARASTIRMA/naviar-care-competitor-research.md,Araştırma ve iş modeli,/NAVIAR CARE/02_ARASTIRMA/naviar-care-competitor-research.md,,2026-08-27T20:03:08.245225Z,9940,85b05a53a0ecf5cf42226052d6c72260bcd7d7f188a477adb9c9010d6a942457,1
NC-ARS-134,02_FILE-REGISTER.md,02_PROJE_KAYITLARI/NAVIAR CARE/02_FILE-REGISTER.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/02_FILE-REGISTER.md,,2026-09-05T12:53:02.104790Z,4534,6598183f3a404bae38ba24b02556111b5df24f22410652dd1b46ed2f4303a2a9,1
NC-ARS-135,Metallisk NAVIAR CARE-presentasjonslogo.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/Metallisk NAVIAR CARE-presentasjonslogo.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/Metallisk NAVIAR CARE-presentasjonslogo.png,,2026-08-27T21:13:25.264059Z,1665507,b1dc304e2291ac81b5088b4f7107a1456729fbb1c6ed5849d102e1b2a15ef984,1
NC-ARS-136,NAVIAR CARE på fire kontaktpunkter.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE på fire kontaktpunkter.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE på fire kontaktpunkter.png,,2026-08-27T21:13:04.961905Z,1738159,dfc3bd6ee0f5a81224f0d830a465cfff99ccbadb9237170b7cbcbdc9724e2034,1
NC-ARS-137,NAVIAR CARE – et elegant navigasjonsbånd.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE – et elegant navigasjonsbånd.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE – et elegant navigasjonsbånd.png,,2026-08-24T17:20:25.513576Z,411828,3323440bb3b6fe72b96155bbec4ed36156ed9ffd7666ae5589cc548316d6b082,1
NC-ARS-138,NAVIAR CARE – nordisk omsorgslogo.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE – nordisk omsorgslogo.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE – nordisk omsorgslogo.png,,2026-08-24T17:20:30.547626Z,354669,800f880650fd238cdc5af0728eb203c312275ba81be0b821262b5fdeeff32bc7,1
NC-ARS-139,NAVIAR CARE-logo i flate nordiske farger.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE-logo i flate nordiske farger.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE-logo i flate nordiske farger.png,,2026-08-24T17:20:27.853913Z,907647,c88b1b61b7c48921fb7480ee1821eb08390a60f63d802a9d1b5d0ac24f4cad20,1
NC-ARS-140,NAVIAR CARE-logo med omsorgsikon.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE-logo med omsorgsikon.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE-logo med omsorgsikon.png,,2026-08-27T20:48:15.547003Z,502252,a36ab49aad4588d97b63535d05365f9873d979a62b770dc76055af185065cf6b,1
NC-ARS-141,NAVIAR CARE-logo på mørk marineblå bakgrunn.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE-logo på mørk marineblå bakgrunn.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE-logo på mørk marineblå bakgrunn.png,,2026-08-27T21:14:10.866158Z,1142242,d1c9e88200f8f854a042c409538a241fe90558929f73403a67c734fb8cdd720e,1
NC-ARS-142,NAVIAR CARE-logo.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE-logo.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR CARE-logo.png,,2026-08-27T21:13:06.360546Z,208662,847bfc2e47b782d7f9d08b75080e0e9d56f6545a1b46978695d3a37525c1747b,1
NC-ARS-143,NAVIAR Care: Velg ekspert og tid.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR Care: Velg ekspert og tid.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR Care: Velg ekspert og tid.png,,2026-08-27T20:48:26.174163Z,1196259,aab85680e3cf54bed7c3f3db8109d47a9a9bc862fc5812a87d5cc81f7aafaa3d,1
NC-ARS-144,NAVIAR-CARE-001_CHANGELOG_v0.2.md,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_CHANGELOG_v0.2.md,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_CHANGELOG_v0.2.md,,2026-08-27T20:48:11.087759Z,1732,fcc0b1869a1129e1cd7b3b443b9e4239693cc040fa6c48e4c7eae57d136b8448,1
NC-ARS-145,NAVIAR-CARE-001_CHANGELOG_v0.3.md,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_CHANGELOG_v0.3.md,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_CHANGELOG_v0.3.md,,2026-08-27T20:04:14.560484Z,2014,cb8cf4aa6528ed0d1c5a6c5e7f3937c66e7aa0eb1892d74a5a4210236972ec7a,1
NC-ARS-146,NAVIAR-CARE-001_QA_PACK_v0.2.pdf,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_QA_PACK_v0.2.pdf,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_QA_PACK_v0.2.pdf,,2026-08-27T20:47:05.458618Z,189814,8472c16be8df12fdb420ae612744fcd6e9865b811d112c1f3a9c21c0576f26ef,1
NC-ARS-147,NAVIAR-CARE-001_STANDARD_GATE_v0.2.md,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_STANDARD_GATE_v0.2.md,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_STANDARD_GATE_v0.2.md,,2026-08-27T20:47:42.189445Z,2595,81d1e1353e8c774245cc99f6b931768596b4fe34f35f6241a6e4ea91f330587b,1
NC-ARS-148,NAVIAR-CARE-001_STANDARD_GATE_v0.3.md,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_STANDARD_GATE_v0.3.md,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_STANDARD_GATE_v0.3.md,,2026-08-27T20:03:43.157532Z,1380,6831e6f7c1ff8c554f33f64d97e1b7f16ef7880242381f1bc6eda051e1ed20eb,1
NC-ARS-149,NAVIAR-CARE-001_STANDARD_QA_v0.2.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_STANDARD_QA_v0.2.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_STANDARD_QA_v0.2.png,,2026-08-27T20:47:04.112505Z,280117,7b48284d21dc33cb18584d025f0f39597cb275c41564bb0b5e030a35c9560e3b,3
NC-ARS-150,NAVIAR-CARE-001_STANDARD_QA_v0.3.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_STANDARD_QA_v0.3.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_STANDARD_QA_v0.3.png,,2026-08-27T20:04:11.417453Z,385744,49347f6c9f8988efec1be79fb30b5fbdd759e46c25f4ebfc08647b8105e9856d,1
NC-ARS-151,NAVIAR-CARE-001_lockup_mono_black_v0.2.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_lockup_mono_black_v0.2.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_lockup_mono_black_v0.2.svg,,2026-08-27T20:47:43.577648Z,1330,37e994b90db1761e2b0beeba4c41bd8c1281e04819f9c4e029b0868fd5031ddb,1
NC-ARS-152,NAVIAR-CARE-001_lockup_mono_black_v0.3.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_lockup_mono_black_v0.3.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_lockup_mono_black_v0.3.svg,,2026-08-27T20:04:22.232807Z,3740,d4b1499516f7b8d9a1edcbbae5ff29caa9c73494727ed1f70dd88bf268cf8eb7,1
NC-ARS-153,NAVIAR-CARE-001_lockup_reverse_white_v0.2.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_lockup_reverse_white_v0.2.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_lockup_reverse_white_v0.2.svg,,2026-08-27T20:48:05.097185Z,1363,71070ba87f9ca702e7ff0cd9b6a7e54c1dac438ab9105d5ef04ab2129ce41ea9,1
NC-ARS-154,NAVIAR-CARE-001_lockup_reverse_white_v0.3.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_lockup_reverse_white_v0.3.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_lockup_reverse_white_v0.3.svg,,2026-08-27T20:04:20.686655Z,3737,574c7652677a40588876ebd7827039061e47f33ee017911132f6bb47121158fe,1
NC-ARS-155,NAVIAR-CARE-001_master_candidate_v0.2.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_master_candidate_v0.2.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_master_candidate_v0.2.svg,,2026-08-27T20:48:09.719406Z,1645,93d1f2b1485a103ad419b5da6f627f90c57e94b0bc872ca7e2e798f94ce45491,2
NC-ARS-156,NAVIAR-CARE-001_master_candidate_v0.3.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_master_candidate_v0.3.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_master_candidate_v0.3.svg,,2026-08-27T20:04:17.771067Z,3738,8678480dca976943f032e5bc94dc840c82838a521a3c7cfd0b541dea3aac699a,1
NC-ARS-157,NAVIAR-CARE-001_symbol_micro16_v0.2.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_symbol_micro16_v0.2.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_symbol_micro16_v0.2.svg,,2026-08-27T20:47:40.641668Z,405,851be27b5492cb8b33d2263d79ce40e2e58f5c6a6afed2301d7cef0861666c70,1
NC-ARS-158,NAVIAR-CARE-001_symbol_micro16_v0.3.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_symbol_micro16_v0.3.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_symbol_micro16_v0.3.svg,,2026-08-27T20:04:19.230690Z,2260,4f7f37068b8a64fdc372802697fcae522273217444ab8dda7ec9d0dcb9d883bc,1
NC-ARS-159,NAVIAR-CARE-001_symbol_micro24_v0.2.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_symbol_micro24_v0.2.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_symbol_micro24_v0.2.svg,,2026-08-27T20:47:59.064748Z,375,2775a4145faad1c86d9dad481c41da432101e93a10c9748b578688d1fe0e24ac,1
NC-ARS-160,NAVIAR-CARE-001_symbol_micro24_v0.3.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_symbol_micro24_v0.3.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_symbol_micro24_v0.3.svg,,2026-08-27T20:04:16.345137Z,2260,84a0474ac68eff7c3a6568545a723ce59cef143cf0db5dad89f8b984794bafab,1
NC-ARS-161,NAVIAR-CARE-001_symbol_primary_v0.2.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_symbol_primary_v0.2.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_symbol_primary_v0.2.svg,,2026-08-27T20:48:03.658923Z,384,2923a5b84800822ece9eea7e1ae0a8ec1c438c495247f7b215e40c85580fd5f8,1
NC-ARS-162,NAVIAR-CARE-001_symbol_primary_v0.3.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_symbol_primary_v0.3.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR-CARE-001_symbol_primary_v0.3.svg,,2026-08-27T20:04:13.132927Z,2352,211cf8be2b296b47def403d45f0192746ca11bb23d0e0dd1b50354e3e4bc34c5,1
NC-ARS-163,NAVIARCARE_FIG_v02.jpg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIARCARE_FIG_v02.jpg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIARCARE_FIG_v02.jpg,,2026-08-27T20:48:06.634499Z,83469,db9ab2a840aeb71970e64b3778bba1567dcfb2064a22ed33d158f6e01e23f44b,1
NC-ARS-164,NAVIARCARE_FIG_v03.jpg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIARCARE_FIG_v03.jpg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIARCARE_FIG_v03.jpg,,2026-08-27T20:04:09.987139Z,113245,09335798c80c2078c5944aa8b6a8bb0aac10b899458d915b5d204e68a65853dc,1
NC-ARS-165,NAVIAR_CARE_Logo_Kit(1).zip,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR_CARE_Logo_Kit(1).zip,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR_CARE_Logo_Kit(1).zip,,2026-08-27T21:10:41.641052Z,45084,6be7fe96bf40ffb37def51c05c9df206bee522036c50ac2b93ddbc89c3cbc3de,2
NC-ARS-166,NAVIAR_CARE_Logo_Kit.zip,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR_CARE_Logo_Kit.zip,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR_CARE_Logo_Kit.zip,,2026-08-27T21:14:08.991440Z,45084,6be7fe96bf40ffb37def51c05c9df206bee522036c50ac2b93ddbc89c3cbc3de,2
NC-ARS-167,NAVIAR_CARE_lockup_horizontal.svg,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR_CARE_lockup_horizontal.svg,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/NAVIAR_CARE_lockup_horizontal.svg,,2026-08-27T21:13:12.107208Z,14399,b0042c604865f2d0f96b9a76421ea6c8a605af2b103e9e1e74ee88db3426b8ef,1
NC-ARS-168,Naviar Care merkevareguide i skandinavisk stil.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/Naviar Care merkevareguide i skandinavisk stil.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/Naviar Care merkevareguide i skandinavisk stil.png,,2026-08-27T20:48:13.298975Z,1505905,8f5de8e93bc4cef66ce8fe3b3404a3490a7f82d71fe9e1603b4cd0341ad2486e,1
NC-ARS-169,Trygg hverdagsstøtte med NAVIAR Care.png,02_PROJE_KAYITLARI/NAVIAR CARE/03_MARKA_VE_TASARIM/Trygg hverdagsstøtte med NAVIAR Care.png,Marka ve tasarım,/NAVIAR CARE/03_MARKA_VE_TASARIM/Trygg hverdagsstøtte med NAVIAR Care.png,,2026-08-27T20:48:43.299085Z,1188590,e4eed750c6b367b538744556ab135b468724b8442795a419f81bdc86a56cda86,1
NC-ARS-170,03_MASTER-CONTENT.md,02_PROJE_KAYITLARI/NAVIAR CARE/03_MASTER-CONTENT.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/03_MASTER-CONTENT.md,,2026-09-05T12:53:04.217766Z,3049,b29b99f3cbc03b5f75a62e39c612f7dae35c868ef776f8bcb75e9a97f85151db,1
NC-ARS-171,NAVIAR-CARE_P-011_COOKIE1_KAYNAK_v0.3.0.zip,02_PROJE_KAYITLARI/NAVIAR CARE/04_WEB_KAYNAKLARI/DRAFT-NC-COOKIE1_2026-09-05/NAVIAR-CARE_P-011_COOKIE1_KAYNAK_v0.3.0.zip,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/04_WEB_KAYNAKLARI/DRAFT-NC-COOKIE1_2026-09-05/NAVIAR-CARE_P-011_COOKIE1_KAYNAK_v0.3.0.zip,,2026-09-05T02:26:48.040262Z,131684,cf891ffdd3d3e7c0f7a0d7cbbd707b58a184422c0c4fdc2c0504cb89a271b6b1,1
NC-ARS-172,NAVIAR-CARE_P-011_COOKIE1_ONIZLEME.html,02_PROJE_KAYITLARI/NAVIAR CARE/04_WEB_KAYNAKLARI/DRAFT-NC-COOKIE1_2026-09-05/NAVIAR-CARE_P-011_COOKIE1_ONIZLEME.html,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/04_WEB_KAYNAKLARI/DRAFT-NC-COOKIE1_2026-09-05/NAVIAR-CARE_P-011_COOKIE1_ONIZLEME.html,,2026-09-05T02:26:48.131286Z,80570,de3c28bfd4fc02c1005d6862c3b5ffa0386a811d06bce3f03c692890ad9e47bb,1
NC-ARS-173,NAVIAR-CARE_TESLIM_RAPORU.md,02_PROJE_KAYITLARI/NAVIAR CARE/04_WEB_KAYNAKLARI/DRAFT-NC-COOKIE1_2026-09-05/NAVIAR-CARE_TESLIM_RAPORU.md,Önceki web kaynakları,/NAVIAR CARE/04_WEB_KAYNAKLARI/DRAFT-NC-COOKIE1_2026-09-05/NAVIAR-CARE_TESLIM_RAPORU.md,,2026-09-05T02:26:48.057102Z,4412,fab554fe02626cf9ca3b803955aaccbcffa64e9072345abe54e3572a1d54d23a,1
NC-ARS-174,NAVIAR-Care-MVP.zip,02_PROJE_KAYITLARI/NAVIAR CARE/04_WEB_KAYNAKLARI/NAVIAR-Care-MVP.zip,Önceki web kaynakları,/NAVIAR CARE/04_WEB_KAYNAKLARI/NAVIAR-Care-MVP.zip,1,2026-08-27T20:03:09.668965Z,14132,271153cdd0a1b19d9252271791de6133bd271d73e45b6fe979f8f457c39d72a6,1
NC-ARS-175,NAVIAR-CARE_SRC03_Web-Tasarim.html,02_PROJE_KAYITLARI/NAVIAR CARE/04_WEB_KAYNAKLARI/SRC-03/NAVIAR-CARE_SRC03_Web-Tasarim.html,Ayrı tasarım ve kaynak varyantları,/NAVIAR CARE/04_WEB_KAYNAKLARI/SRC-03/NAVIAR-CARE_SRC03_Web-Tasarim.html,,2026-09-05T19:39:10.779347Z,352501,9ff209374c48729cf3d77a3211e31b19c5f86acdb201ec0cb016e95a2d0983de,1
NC-ARS-176,naerhjelp-vercel-mvp-v2.zip,02_PROJE_KAYITLARI/NAVIAR CARE/04_WEB_KAYNAKLARI/naerhjelp-vercel-mvp-v2.zip,Önceki web kaynakları,/NAVIAR CARE/04_WEB_KAYNAKLARI/naerhjelp-vercel-mvp-v2.zip,,2026-08-27T20:48:20.482054Z,15329,65d2c1fe1edb776b6e2602a8d9b22a33282207027678f01155762f24eb743320,1
NC-ARS-177,naerhjelp-vercel-mvp.zip,02_PROJE_KAYITLARI/NAVIAR CARE/04_WEB_KAYNAKLARI/naerhjelp-vercel-mvp.zip,Önceki web kaynakları,/NAVIAR CARE/04_WEB_KAYNAKLARI/naerhjelp-vercel-mvp.zip,,2026-08-27T20:48:21.900622Z,8053,4749f9b85873df0360a50eecd70cb0f5665f63a24e40d5d622b41e0947297bea,1
NC-ARS-178,05_ARCHIVE-VERIFICATION.md,02_PROJE_KAYITLARI/NAVIAR CARE/05_ARCHIVE-VERIFICATION.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/05_ARCHIVE-VERIFICATION.md,,2026-09-05T12:53:05.792000Z,2042,b50707ea81afa4a91071015b7f8336fdcf7ea2f662816b8955cdb4a1127663f8,1
NC-ARS-179,NAVIAR-CARE-001-WEB-01_BELGELER_v1.0.zip,02_PROJE_KAYITLARI/NAVIAR CARE/05_ARSIV_2026-09-05/NAVIAR-CARE-001-WEB-01_BELGELER_v1.0.zip,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/05_ARSIV_2026-09-05/NAVIAR-CARE-001-WEB-01_BELGELER_v1.0.zip,,2026-09-05T21:27:26.037927Z,550520,58bb7e4a2864a60eaaf869b0b046902c619965b2da9bf7836ce0facb50cd6003,1
NC-ARS-180,NAVIAR-CARE_ARSIV_2026-09-05.zip,02_PROJE_KAYITLARI/NAVIAR CARE/05_ARSIV_2026-09-05/NAVIAR-CARE_ARSIV_2026-09-05.zip,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/05_ARSIV_2026-09-05/NAVIAR-CARE_ARSIV_2026-09-05.zip,1,2026-09-05T21:18:16.665107Z,15182041,cfced84a08f96b0a4bec8c6f347c391baf9a3f34579e13d31cc8db65f252fad4,1
NC-ARS-181,NAVIAR-CARE_Arsiv-Kaydi_2026-09-05.md,02_PROJE_KAYITLARI/NAVIAR CARE/05_ARSIV_2026-09-05/NAVIAR-CARE_Arsiv-Kaydi_2026-09-05.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/05_ARSIV_2026-09-05/NAVIAR-CARE_Arsiv-Kaydi_2026-09-05.md,1,2026-09-05T21:18:16.650121Z,2514,51b963fa4e51927308669ce0cdb536dbfe38b80c52b27529a1807a9bc3af95ec,1
